 Total battles: 41433
 Avg. weight/team: 0.067
Rank,Pokemon,Usage percentage,Raw,Raw percentage,Real,Real percentage
1,Groudon-Primal,36.61234,15954,19.253,11755,21.234
2,Pheromosa,29.02490,7022,8.474,4560,8.237
3,Dragonite,28.30299,9443,11.396,5911,10.678
4,Golisopod,26.94623,5735,6.921,3894,7.034
5,Weavile,19.69987,6038,7.286,4189,7.567
6,Blissey,18.98305,4903,5.917,3216,5.809
7,Mimikyu,16.23072,8713,10.515,6191,11.184
8,Genesect,16.02838,4015,4.845,2652,4.791
9,Kartana,15.73640,5920,7.144,3535,6.386
10,Zapdos,15.03820,4011,4.840,2867,5.179
11,Tapu Lele,14.60994,3751,4.527,2252,4.068
12,Zygarde,14.58861,9193,11.094,6151,11.111
13,Tapu Koko,14.37303,5850,7.060,4069,7.350
14,Raikou,14.24594,2781,3.356,2009,3.629
15,Manaphy,11.73612,2181,2.632,1430,2.583
16,Magearna,10.86075,2532,3.056,1709,3.087
17,Xerneas,10.50559,6087,7.346,3919,7.079
18,Darkrai,8.89918,4288,5.175,2842,5.134
19,Hoopa-Unbound,8.79597,4427,5.342,2827,5.107
20,Arceus-Fairy,7.79983,871,1.051,609,1.100
21,Arceus-Ghost,7.79030,2103,2.538,1272,2.298
22,Cresselia,7.02488,1650,1.991,1049,1.895
23,Deoxys-Speed,6.80093,2093,2.526,1669,3.015
24,Skarmory,6.60710,2203,2.659,1677,3.029
25,Ferrothorn,6.50681,2234,2.696,1676,3.028
26,Lunala,6.40490,5153,6.218,3368,6.084
27,Mamoswine,5.80671,1511,1.823,1111,2.007
28,Terrakion,5.64277,1797,2.169,1039,1.877
29,Arceus-Rock,5.49158,969,1.169,546,0.986
30,Arceus-Ground,5.21327,657,0.793,439,0.793
31,Entei,5.14138,1901,2.294,1159,2.094
32,Celesteela,5.11002,2750,3.319,1777,3.210
33,Xurkitree,4.61180,2089,2.521,1262,2.280
34,Yveltal,4.23364,2773,3.346,1892,3.418
35,Gengar-Mega,4.13431,8336,10.060,5494,9.924
36,Ho-Oh,4.05516,1899,2.292,1365,2.466
37,Shuckle,4.02103,1008,1.216,886,1.600
38,Flygon,3.96197,965,1.165,680,1.228
39,Arceus-Water,3.81746,621,0.749,411,0.742
40,Mandibuzz,3.71476,753,0.909,471,0.851
41,Gyarados,3.65104,1468,1.772,914,1.651
42,Ditto,3.59755,1703,2.055,1297,2.343
43,Toxapex,3.08471,2172,2.621,1588,2.869
44,Landorus-Therian,3.03981,1818,2.194,1264,2.283
45,Suicune,2.80048,1078,1.301,696,1.257
46,Volcarona,2.76255,2432,2.935,1463,2.643
47,Mew,2.67137,1852,2.235,1281,2.314
48,Garchomp,2.65253,4056,4.895,2714,4.903
49,Metagross,2.65017,1079,1.302,753,1.360
50,Noivern,2.58725,3146,3.796,2141,3.868
51,Lucario,2.55937,1553,1.874,998,1.803
52,Archeops,2.55591,1323,1.597,796,1.438
53,Tapu Fini,2.50106,935,1.128,648,1.171
54,Scizor,2.42069,853,1.029,573,1.035
55,Togekiss,2.38713,934,1.127,653,1.180
56,Klinklang,2.37368,600,0.724,362,0.654
57,Victini,2.36542,2006,2.421,1340,2.421
58,Cobalion,2.28081,733,0.885,464,0.838
59,Arceus-Steel,2.23031,418,0.504,279,0.504
60,Nihilego,2.21458,1145,1.382,853,1.541
61,Dugtrio,2.19271,657,0.793,437,0.789
62,Excadrill,2.11952,1392,1.680,897,1.620
63,Muk-Alola,1.94566,1148,1.385,732,1.322
64,Clefable,1.87794,872,1.052,608,1.098
65,Hydreigon,1.86655,1030,1.243,680,1.228
66,Buzzwole,1.85027,1684,2.032,1034,1.868
67,Keldeo,1.72241,782,0.944,493,0.891
68,Hippowdon,1.70700,405,0.489,301,0.544
69,Tyranitar,1.68815,3577,4.317,2463,4.449
70,Tapu Bulu,1.66968,1275,1.539,743,1.342
71,Shaymin-Sky,1.66568,789,0.952,490,0.885
72,Arcanine,1.60936,1297,1.565,878,1.586
73,Aegislash,1.60816,2664,3.215,1823,3.293
74,Arceus-Poison,1.55035,260,0.314,174,0.314
75,Kyurem,1.49839,567,0.684,345,0.623
76,Giratina-Origin,1.48671,2239,2.702,1472,2.659
77,Arceus,1.43479,2313,2.791,1568,2.832
78,Heatran,1.38647,1060,1.279,711,1.284
79,Rayquaza-Mega,1.35753,6210,7.494,4195,7.578
80,Chandelure,1.33262,735,0.887,461,0.833
81,Latios,1.31596,2366,2.855,1511,2.729
82,Greninja-Ash,1.26891,16703,20.157,12482,22.548
83,Blaziken,1.22749,3085,3.723,2074,3.747
84,Dialga,1.20404,2288,2.761,1502,2.713
85,Milotic,1.17337,997,1.203,628,1.134
86,Vaporeon,1.16949,1085,1.309,669,1.208
87,Kyogre-Primal,1.11542,8773,10.587,5875,10.613
88,Greninja,1.10066,3059,3.692,2213,3.998
89,Lugia,1.08233,2527,3.050,1676,3.028
90,Toxicroak,1.06029,292,0.352,195,0.352
91,Crobat,1.05878,724,0.874,465,0.840
92,Gengar,1.01696,1311,1.582,946,1.709
93,Venusaur,0.97280,718,0.866,485,0.876
94,Kyogre,0.97000,644,0.777,438,0.791
95,Lucario-Mega,0.95642,9830,11.863,6651,12.014
96,Deoxys-Defense,0.92914,1117,1.348,763,1.378
97,Umbreon,0.90772,888,1.072,596,1.077
98,Nidoqueen,0.88044,183,0.221,153,0.276
99,Giratina,0.86423,959,1.157,625,1.129
100,Slowbro,0.84788,318,0.384,211,0.381
101,Deoxys-Attack,0.84740,1459,1.761,924,1.669
102,Kangaskhan-Mega,0.79649,2802,3.381,1966,3.551
103,Quagsire,0.76296,122,0.147,93,0.168
104,Avalugg,0.68291,318,0.384,243,0.439
105,Roserade,0.64993,751,0.906,475,0.858
106,Shedinja,0.64904,433,0.523,346,0.625
107,Charizard-Mega-X,0.64266,15968,19.270,11327,20.461
108,Sylveon,0.62073,1102,1.330,764,1.380
109,Salamence-Mega,0.61792,5856,7.067,3896,7.038
110,Landorus,0.61441,723,0.872,412,0.744
111,Infernape,0.58346,1680,2.027,1135,2.050
112,Latias,0.57941,599,0.723,345,0.623
113,Salamence,0.57454,1236,1.492,800,1.445
114,Decidueye,0.57084,2859,3.450,1891,3.416
115,Magnezone,0.53146,924,1.115,616,1.113
116,Scolipede,0.52397,544,0.656,350,0.632
117,Solgaleo,0.51343,3667,4.425,2392,4.321
118,Guzzlord,0.51098,552,0.666,364,0.658
119,Jolteon,0.50923,973,1.174,669,1.208
120,Galvantula,0.50878,354,0.427,280,0.506
121,Aerodactyl,0.50285,527,0.636,396,0.715
122,Tornadus-Therian,0.50199,357,0.431,248,0.448
123,Mewtwo,0.49703,4768,5.754,3078,5.560
124,Lycanroc,0.49133,658,0.794,470,0.849
125,Primarina,0.47097,1224,1.477,910,1.644
126,Swellow,0.45550,419,0.506,330,0.596
127,Drampa,0.44870,278,0.335,179,0.323
128,Haxorus,0.43793,1046,1.262,642,1.160
129,Mantine,0.43041,253,0.305,166,0.300
130,Metagross-Mega,0.43040,5857,7.068,3806,6.875
131,Escavalier,0.41315,405,0.489,267,0.482
132,Feraligatr,0.40090,1120,1.352,786,1.420
133,Porygon-Z,0.39480,1210,1.460,705,1.274
134,Exeggutor-Alola,0.39375,668,0.806,440,0.795
135,Serperior,0.39366,1304,1.574,842,1.521
136,Bisharp,0.39138,650,0.784,438,0.791
137,Azelf,0.38645,426,0.514,302,0.546
138,Palossand,0.38178,229,0.276,152,0.275
139,Bewear,0.37978,506,0.611,322,0.582
140,Ninetales-Alola,0.37697,1237,1.493,810,1.463
141,Jirachi,0.36518,758,0.915,496,0.896
142,Arceus-Psychic,0.35321,171,0.206,106,0.191
143,Vanilluxe,0.35120,278,0.335,158,0.285
144,Kyurem-White,0.35060,1614,1.948,982,1.774
145,Froslass,0.34845,288,0.348,199,0.359
146,Staraptor,0.32001,1051,1.268,707,1.277
147,Vikavolt,0.31438,706,0.852,437,0.789
148,Venusaur-Mega,0.31289,4617,5.572,2967,5.360
149,Registeel,0.30550,346,0.418,209,0.378
150,Gourgeist-Super,0.30053,130,0.157,80,0.145
151,Scizor-Mega,0.29360,2645,3.192,1696,3.064
152,Gyarados-Mega,0.29000,4709,5.683,3301,5.963
153,Alakazam-Mega,0.28848,5566,6.717,3656,6.604
154,Thundurus-Therian,0.28662,1077,1.300,761,1.375
155,Ambipom,0.28288,266,0.321,196,0.354
156,Marowak-Alola,0.28115,1649,1.990,1124,2.030
157,Dhelmise,0.27854,182,0.220,131,0.237
158,Thundurus,0.27475,255,0.308,178,0.322
159,Gallade,0.27432,788,0.951,541,0.977
160,Charizard-Mega-Y,0.26233,5617,6.778,3846,6.947
161,Goodra,0.26039,1957,2.362,1385,2.502
162,Tsareena,0.25429,206,0.249,128,0.231
163,Barbaracle,0.25127,144,0.174,104,0.188
164,Arceus-Electric,0.24574,445,0.537,300,0.542
165,Starmie,0.24372,268,0.323,178,0.322
